42,Dead Presidents (1995),Action|Crime|Drama,1995,8.7
43,Restoration (1995),Drama,1995,4.8
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,5.7
45,To Die For (1995),Comedy|Drama|Thriller,1995,8.3
46,How to Make an American Quilt (1995),Drama|Romance,1995,6.4
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,9.6
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,9
49,When Night Is Falling (1995),Drama|Romance,1995,3.6
50,Usual Suspects  The (1995),Crime|Mystery|Thriller,1995,8.8
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,5.6
53,Lamerica (1994),Adventure|Drama,1994,9
54,Big Green  The (1995),Children|Comedy,1995,5.7
55,Georgia (1995),Drama,1995,8.2
57,Home for the Holidays (1995),Drama,1995,5.6
58,Postman  The (Postino  Il) (1994),Comedy|Drama|Romance,1994,4
59,Confessional  The (Confessionnal  Le) (1995),Drama|Mystery,1995,3
60,Indian in the Cupboard  The (1995),Adventure|Children|Fantasy,1995,4.3
61,Eye for an Eye (1996),Drama|Thriller,1996,3.8
62,Mr. Holland's Opus (1995),Drama,1995,3
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,5.9
64,Two if by Sea (1996),Comedy|Romance,1996,8.1
65,Bio-Dome (1996),Comedy,1996,9.2
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,3
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,3.7
69,Friday (1995),Comedy,1995,2.2
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,4.2
71,Fair Game (1995),Action,1995,6.2
72,Kicking and Screaming (1995),Comedy|Drama,1995,8.4
73,MisГ©rables  Les (1995),Drama|War,1995,9.8
74,Bed of Roses (1996),Drama|Romance,1996,9.1
75,Big Bully (1996),Comedy|Drama,1996,6.6
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,9.4
78,Crossing Guard  The (1995),Action|Crime|Drama|Thriller,1995,4.9
79,Juror  The (1996),Drama|Thriller,1996,9.1
80,White Balloon  The (Badkonake sefid) (1995),Children|Drama,1995,3.4
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,7.2
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,2.4
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,8.9
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995,3
85,Angels and Insects (1995),Drama|Romance,1995,4
86,White Squall (1996),Action|Adventure|Drama,1996,4.8
87,Dunston Checks In (1996),Children|Comedy,1996,5
88,Black Sheep (1996),Comedy,1996,6.9
89,Nick of Time (1995),Action|Thriller,1995,6
90,Journey of August King  The (1995),Drama,1995,4.3
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,9.5
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,3.8
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,9.3
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,7.7
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,5.6
97,Hate (Haine  La) (1995),Crime|Drama,1995,3.7
100,City Hall (1996),Drama|Thriller,1996,7.4
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,6.5
102,Mr. Wrong (1996),Comedy,1996,8.3
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,6
104,Happy Gilmore (1996),Comedy,1996,3.3
105,Bridges of Madison County  The (1995),Drama|Romance,1995,3.6
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,4.9
108,Catwalk (1996),Documentary,1996,9.8
110,Braveheart (1995),Action|Drama|War,1995,9.1
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,2.4
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,3.4
113,Before and After (1996),Drama|Mystery,1996,6.6
114,Margaret's Museum (1995),Drama,1995,5.3
115,Happiness Is in the Field (Bonheur est dans le prГ©  Le) (1995),Comedy,1995,9.5
116,Anne Frank Remembered (1995),Documentary,1995,5.5
117,Young Poisoner's Handbook  The (1995),Crime|Drama,1995,5.8
118,If Lucy Fell (1996),Comedy|Romance,1996,6.5
121,Boys of St. Vincent  The (1992),Drama,1992,4.3
122,Boomerang (1992),Comedy|Romance,1992,9.7
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,5
124,Star Maker  The (Uomo delle stelle  L') (1995),Drama,1995,3.4
125,Flirting With Disaster (1996),Comedy,1996,2.2
126,NeverEnding Story III  The (1994),Adventure|Children|Fantasy,1994,8.7
129,Pie in the Sky (1996),Comedy|Romance,1996,5.8
131,Frankie Starlight (1995),Drama|Romance,1995,5.7
132,Jade (1995),Thriller,1995,9.2
135,Down Periscope (1996),Comedy,1996,8.7
137,Man of the Year (1995),Documentary,1995,4.7
138,Neon Bible  The (1995),Drama,1995,3.5
140,Up Close and Personal (1996),Drama|Romance,1996,5.6
141,Birdcage  The (1996),Comedy,1996,2.9
144,Brothers McMullen  The (1995),Comedy,1995,6
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,4.4
146,Amazing Panda Adventure  The (1995),Adventure|Children,1995,9.3
147,Basketball Diaries  The (1995),Drama,1995,9
149,Amateur (1994),Crime|Drama|Thriller,1994,6.4
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,3.9
151,Rob Roy (1995),Action|Drama|Romance|War,1995,3.5
152,Addiction  The (1995),Drama|Horror,1995,8.1
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,3.3
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,4.4
155,Beyond Rangoon (1995),Adventure|Drama|War,1995,9.3
156,Blue in the Face (1995),Comedy|Drama,1995,6.8
157,Canadian Bacon (1995),Comedy|War,1995,5.6
158,Casper (1995),Adventure|Children,1995,5.1
159,Clockers (1995),Crime|Drama|Mystery,1995,8.4
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,5.6
161,Crimson Tide (1995),Drama|Thriller|War,1995,3.9
162,Crumb (1994),Documentary,1994,9.2
163,Desperado (1995),Action|Romance|Western,1995,5
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,5.3
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,6.3
166,Doom Generation  The (1995),Comedy|Crime|Drama,1995,8.3
168,First Knight (1995),Action|Drama|Romance,1995,4.6
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,7.1
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,6.1
171,Jeffrey (1995),Comedy|Drama,1995,5.6
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,9.6
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,2.8
174,Jury Duty (1995),Comedy,1995,6.1
175,Kids (1995),Drama,1995,4.7
176,Living in Oblivion (1995),Comedy,1995,5.8
177,Lord of Illusions (1995),Horror,1995,7.4
178,Love & Human Remains (1993),Comedy|Drama,1993,7.2
179,Mad Love (1995),Drama|Romance,1995,3.6
180,Mallrats (1995),Comedy|Romance,1995,4
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,9
182,Moonlight and Valentino (1995),Drama|Romance,1995,4.3
183,Mute Witness (1994),Comedy|Horror|Thriller,1994,5.6
184,Nadja (1994),Drama,1994,6.1
185,Net  The (1995),Action|Crime|Thriller,1995,6.1
186,Nine Months (1995),Comedy|Romance,1995,6.6
187,Party Girl (1995),Comedy,1995,7.8
188,Prophecy  The (1995),Fantasy|Horror|Mystery,1995,5.5
190,Safe (1995),Thriller,1995,5
191,Scarlet Letter  The (1995),Drama|Romance,1995,9.5
193,Showgirls (1995),Drama,1995,8.8
194,Smoke (1995),Comedy|Drama,1995,4.1
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,3.8
196,Species (1995),Horror|Sci-Fi,1995,7.4
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,7.5
199,Umbrellas of Cherbourg  The (Parapluies de Cherbourg  Les) (1964),Drama|Musical|Romance,1964,9
200,Tie That Binds  The (1995),Thriller,1995,8.6
201,Three Wishes (1995),Drama|Fantasy,1995,7.1
202,Total Eclipse (1995),Drama|Romance,1995,8.1
203,To Wong Foo  Thanks for Everything! Julie Newmar (1995),Comedy,1995,5.2
204,Under Siege 2: Dark Territory (1995),Action,1995,4.3
205,Unstrung Heroes (1995),Comedy|Drama,1995,4.4
206,Unzipped (1995),Documentary,1995,3.5
207,Walk in the Clouds  A (1995),Drama|Romance,1995,8.6
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,7.1
209,White Man's Burden (1995),Drama,1995,5.3
210,Wild Bill (1995),Western,1995,8.1
211,Browning Version  The (1994),Drama,1994,7.6
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,7.7
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,6.5
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994,4.4
215,Before Sunrise (1995),Drama|Romance,1995,4.1
216,Billy Madison (1995),Comedy,1995,3.4
217,Babysitter  The (1995),Drama|Thriller,1995,6.8
218,Boys on the Side (1995),Comedy|Drama,1995,3.7
219,Cure  The (1995),Drama,1995,5.7
220,Castle Freak (1995),Horror,1995,5.7
222,Circle of Friends (1995),Drama|Romance,1995,6.2
223,Clerks (1994),Comedy,1994,3.5
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,7.3
225,Disclosure (1994),Drama|Thriller,1994,7.3
226,Dream Man (1995),Thriller,1995,6.5
227,Drop Zone (1994),Action|Thriller,1994,5.6
228,Destiny Turns on the Radio (1995),Comedy,1995,5.9
229,Death and the Maiden (1994),Drama|Thriller,1994,2.8
230,Dolores Claiborne (1995),Drama|Thriller,1995,4.9
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,7.5
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,3.5
233,Exotica (1994),Drama,1994,3.4
234,Exit to Eden (1994),Comedy,1994,9.1
235,Ed Wood (1994),Comedy|Drama,1994,8.5
236,French Kiss (1995),Action|Comedy|Romance,1995,6.4
237,Forget Paris (1995),Comedy|Romance,1995,8.3
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995,2.2
239,Goofy Movie  A (1995),Animation|Children|Comedy|Romance,1995,7.3
240,Hideaway (1995),Thriller,1995,2.2
241,Fluke (1995),Children|Drama,1995,5.9
242,Farinelli: il castrato (1994),Drama|Musical,1994,8.2
243,Gordy (1995),Children|Comedy|Fantasy,1995,2.2
245,The Glass Shield (1994),Crime|Drama,1994,3.9
246,Hoop Dreams (1994),Documentary,1994,8.2
247,Heavenly Creatures (1994),Crime|Drama,1994,3.4
248,Houseguest (1994),Comedy,1994,9.3
249,Immortal Beloved (1994),Drama|Romance,1994,5
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,7.3
251,Hunted  The (1995),Action,1995,4.5
252,I.Q. (1994),Comedy|Romance,1994,5.4
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,3.8
254,Jefferson in Paris (1995),Drama,1995,8.6
255,Jerky Boys  The (1995),Comedy,1995,5.2
256,Junior (1994),Comedy|Sci-Fi,1994,3.7
257,Just Cause (1995),Mystery|Thriller,1995,9.1
258,Kid in King Arthur's Court  A (1995),Adventure|Children|Comedy|Fantasy|Romance,1995,4.7
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,6.3
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,4
261,Little Women (1994),Drama,1994,9.1
262,Little Princess  A (1995),Children|Drama,1995,5
263,Ladybird Ladybird (1994),Drama,1994,7.5
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,8.7
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,8.8
267,Major Payne (1995),Comedy,1995,7
268,Little Odessa (1994),Crime|Drama,1994,3.2
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,4.6
270,Love Affair (1994),Drama|Romance,1994,2.4
271,Losing Isaiah (1995),Drama,1995,7
272,Madness of King George  The (1994),Comedy|Drama,1994,4.8
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,7.7
274,Man of the House (1995),Comedy,1995,6.5
275,Mixed Nuts (1994),Comedy,1994,6.9
276,Milk Money (1994),Comedy|Romance,1994,6.1
277,Miracle on 34th Street (1994),Drama,1994,4.1
278,Miami Rhapsody (1995),Comedy,1995,7.5
279,My Family (1995),Drama,1995,9.8
280,Murder in the First (1995),Drama|Thriller,1995,4.3
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,8.3
282,Nell (1994),Drama,1994,4.5
283,New Jersey Drive (1995),Crime|Drama,1995,4.2
288,Natural Born Killers (1994),Action|Crime|Thriller,1994,6.3
289,Only You (1994),Comedy|Romance,1994,9.6
290,Once Were Warriors (1994),Crime|Drama,1994,6.2
291,Poison Ivy II (1996),Drama|Thriller,1996,6.2
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,3.2
293,LГ©on: The Professional (a.k.a. The Professional) (LГ©on) (1994),Action|Crime|Drama|Thriller,1994,5.7
294,Perez Family  The (1995),Comedy|Romance,1995,5.3
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,9.5
298,Pushing Hands (Tui shou) (1992),Drama,1992,2.5
299,Priest (1994),Drama,1994,3.9
300,Quiz Show (1994),Drama,1994,9.8
301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994,6.2
302,Queen Margot (Reine Margot  La) (1994),Drama|Romance,1994,3.2
303,Quick and the Dead  The (1995),Action|Thriller|Western,1995,8.1
304,Roommates (1995),Comedy|Drama,1995,7.3
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,8.4
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,3.9
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,5.2
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,5.6
309,Red Firecracker  Green Firecracker (Pao Da Shuang Deng) (1994),Drama,1994,4
312,Stuart Saves His Family (1995),Comedy,1995,9.6
313,Swan Princess  The (1994),Animation|Children,1994,4.6
314,Secret of Roan Inish  The (1994),Children|Drama|Fantasy|Mystery,1994,7.6
315,Specialist  The (1994),Action|Drama|Thriller,1994,7
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,8.2
317,Santa Clause  The (1994),Comedy|Drama|Fantasy,1994,3.5
318,Shawshank Redemption  The (1994),Crime|Drama,1994,2.8
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994,9.6
320,Suture (1993),Film-Noir|Thriller,1993,5
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,9.6
322,Swimming with Sharks (1995),Comedy|Drama,1995,8.1
324,Sum of Us  The (1994),Comedy|Drama,1994,5.9
325,National Lampoon's Senior Trip (1995),Comedy,1995,6.9
326,To Live (Huozhe) (1994),Drama,1994,2.7
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995,2.5
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995,6.1
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994,2.6
330,Tales from the Hood (1995),Action|Crime|Horror,1995,7.4
331,Tom & Viv (1994),Drama,1994,5.7
332,Village of the Damned (1995),Horror|Sci-Fi,1995,7.9
333,Tommy Boy (1995),Comedy,1995,7.1
334,Vanya on 42nd Street (1994),Drama,1994,8.3
335,Underneath (1995),Mystery|Thriller,1995,6.8
336,Walking Dead  The (1995),Drama|War,1995,3.4
337,What's Eating Gilbert Grape (1993),Drama,1993,9.6
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995,4.7
339,While You Were Sleeping (1995),Comedy|Romance,1995,8.2
340,War  The (1994),Adventure|Drama|War,1994,5.2
341,Double Happiness (1994),Drama,1994,9.2
342,Muriel's Wedding (1994),Comedy,1994,2.7
343,Baby-Sitters Club  The (1995),Children,1995,6.3
344,Ace Ventura: Pet Detective (1994),Comedy,1994,7.7
345,Adventures of Priscilla  Queen of the Desert  The (1994),Comedy|Drama,1994,6.8
346,Backbeat (1993),Drama|Musical,1993,5.6
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992,2.5
348,Bullets Over Broadway (1994),Comedy,1994,8.2
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994,8.3
350,Client  The (1994),Drama|Mystery|Thriller,1994,3.5
351,Corrina  Corrina (1994),Comedy|Drama|Romance,1994,4.3
352,Crooklyn (1994),Comedy|Drama,1994,9.6
353,Crow  The (1994),Action|Crime|Fantasy|Thriller,1994,8.1
354,Cobb (1994),Drama,1994,8.2
355,Flintstones  The (1994),Children|Comedy|Fantasy,1994,4.4
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,4.3
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,5.7
358,Higher Learning (1995),Drama,1995,2.5
360,I Love Trouble (1994),Action|Comedy,1994,9.5
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,9.6
362,Jungle Book  The (1994),Adventure|Children|Romance,1994,5.9
363,Wonderful  Horrible Life of Leni Riefenstahl  The (Macht der Bilder: Leni Riefenstahl  Die) (1993),Documentary,1993,4.7
364,Lion King  The (1994),Adventure|Animation|Children|Drama|Musical|IMAX,1994,3.8
365,Little Buddha (1993),Drama,1993,8.7
366,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale  A) (1994),Drama|Horror|Mystery|Thriller,1994,9.7
367,Mask  The (1994),Action|Comedy|Crime|Fantasy,1994,6.3
368,Maverick (1994),Adventure|Comedy|Western,1994,5.9
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,9.1
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,3.2
371,Paper  The (1994),Comedy|Drama,1994,7.4
372,Reality Bites (1994),Comedy|Drama|Romance,1994,9
373,Red Rock West (1992),Thriller,1992,2.4
374,Richie Rich (1994),Children|Comedy,1994,5.4
375,Safe Passage (1994),Drama,1994,5.9
376,River Wild  The (1994),Action|Thriller,1994,5.7
377,Speed (1994),Action|Romance|Thriller,1994,4.6
378,Speechless (1994),Comedy|Romance,1994,4.2
379,Timecop (1994),Action|Sci-Fi|Thriller,1994,4.4
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994,8.1
381,When a Man Loves a Woman (1994),Drama|Romance,1994,6.4
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994,8.4
383,Wyatt Earp (1994),Western,1994,9
384,Bad Company (1995),Action|Crime|Drama,1995,4.8
385,Man of No Importance  A (1994),Drama,1994,4
386,S.F.W. (1994),Drama,1994,8.2
387,Low Down Dirty Shame  A (1994),Action|Comedy,1994,9.2
388,Boys Life (1995),Drama,1995,9.7
389,Colonel Chabert  Le (1994),Drama|Romance|War,1994,9.3
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965,9.8
391,Jason's Lyric (1994),Crime|Drama,1994,2.6
392,Secret Adventures of Tom Thumb  The (1993),Adventure|Animation,1993,6.7
393,Street Fighter (1994),Action|Adventure|Fantasy,1994,8.8
396,Fall Time (1995),Drama,1995,6
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,1994,7.7
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994,7.5
407,In the Mouth of Madness (1995),Horror|Thriller,1995,9
408,8 Seconds (1994),Drama,1994,6.8
409,Above the Rim (1994),Crime|Drama,1994,4.4
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993,4.2
412,Age of Innocence  The (1993),Drama,1993,9.1
413,Airheads (1994),Comedy,1994,6.7
414,Air Up There  The (1994),Comedy,1994,5.2
415,Another Stakeout (1993),Comedy|Thriller,1993,3.8
416,Bad Girls (1994),Western,1994,2.5
417,Barcelona (1994),Comedy|Romance,1994,4.9
418,Being Human (1993),Drama,1993,6.2
419,Beverly Hillbillies  The (1993),Comedy,1993,4.9
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994,3.8
421,Black Beauty (1994),Adventure|Children|Drama,1994,5.3
422,Blink (1994),Thriller,1994,8.2
423,Blown Away (1994),Action|Thriller,1994,9.6
424,Blue Chips (1994),Drama,1994,2.9
425,Blue Sky (1994),Drama|Romance,1994,3.9
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993,3.1
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993,7.1
428,Bronx Tale  A (1993),Drama,1993,6.4
429,Cabin Boy (1994),Comedy,1994,4.1
430,Calendar Girl (1993),Comedy|Drama,1993,7
431,Carlito's Way (1993),Crime|Drama,1993,5.6
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994,7.8
433,Clean Slate (1994),Comedy,1994,5
434,Cliffhanger (1993),Action|Adventure|Thriller,1993,3
435,Coneheads (1993),Comedy|Sci-Fi,1993,7.4
436,Color of Night (1994),Drama|Thriller,1994,6.3
437,Cops and Robbersons (1994),Comedy,1994,8.9
438,Cowboy Way  The (1994),Action|Comedy|Drama,1994,6.1
439,Dangerous Game (1993),Drama,1993,4.3
440,Dave (1993),Comedy|Romance,1993,9.3
441,Dazed and Confused (1993),Comedy,1993,7.3
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993,3
443,Endless Summer 2  The (1994),Adventure|Documentary,1994,4.7
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993,8.3
445,Fatal Instinct (1993),Comedy,1993,2.4
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1993,4.8
447,Favor  The (1994),Comedy|Romance,1994,5.7
448,Fearless (1993),Drama,1993,6
449,Fear of a Black Hat (1994),Comedy,1994,4
450,With Honors (1994),Comedy|Drama,1994,4.4
451,Flesh and Bone (1993),Drama|Mystery|Romance,1993,3.7
452,Widows' Peak (1994),Drama,1994,4.3
453,For Love or Money (1993),Comedy|Romance,1993,8.8
454,Firm  The (1993),Drama|Thriller,1993,7.8
455,Free Willy (1993),Adventure|Children|Drama,1993,8
456,Fresh (1994),Crime|Drama|Thriller,1994,4.2
457,Fugitive  The (1993),Thriller,1993,3.3
458,Geronimo: An American Legend (1993),Drama|Western,1993,3.5
459,Getaway  The (1994),Action|Adventure|Crime|Drama|Romance|Thriller,1994,8.5
460,Getting Even with Dad (1994),Comedy,1994,8.2
461,Go Fish (1994),Drama|Romance,1994,5.1
463,Guilty as Sin (1993),Crime|Drama|Thriller,1993,6.5
464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993,6.5
465,Heaven & Earth (1993),Action|Drama|War,1993,7.5
466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993,8.2
467,Live Nude Girls (1995),Comedy,1995,5.7
468,Englishman Who Went Up a Hill But Came Down a Mountain  The (1995),Comedy|Romance,1995,5.1
469,House of the Spirits  The (1993),Drama|Romance,1993,5.9
470,House Party 3 (1994),Comedy,1994,3.1
471,Hudsucker Proxy  The (1994),Comedy,1994,4.7
472,I'll Do Anything (1994),Comedy|Drama,1994,5.5
473,In the Army Now (1994),Comedy|War,1994,5.7
474,In the Line of Fire (1993),Action|Thriller,1993,9.5
475,In the Name of the Father (1993),Drama,1993,8.5
476,Inkwell  The (1994),Comedy|Drama,1994,9.7
477,What's Love Got to Do with It? (1993),Drama|Musical,1993,6.7
479,Judgment Night (1993),Action|Crime|Thriller,1993,8.8
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993,5.4
481,Kalifornia (1993),Drama|Thriller,1993,5.5
482,Killing Zoe (1994),Crime|Drama|Thriller,1994,8.3
483,King of the Hill (1993),Drama,1993,3.3
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1993,9
486,Life with Mikey (1993),Comedy,1993,8.6
487,Lightning Jack (1994),Comedy|Western,1994,2.8
488,M. Butterfly (1993),Drama|Romance,1993,6.9
489,Made in America (1993),Comedy,1993,5.5
490,Malice (1993),Thriller,1993,5.2
491,Man Without a Face  The (1993),Drama,1993,8.4
492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993,2.2
493,Menace II Society (1993),Action|Crime|Drama,1993,5.3
494,Executive Decision (1996),Action|Adventure|Thriller,1996,3.8
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976,5.5
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,1994,5.3
497,Much Ado About Nothing (1993),Comedy|Romance,1993,4.1
498,Mr. Jones (1993),Drama|Romance,1993,9.6
499,Mr. Wonderful (1993),Comedy|Romance,1993,6.2
500,Mrs. Doubtfire (1993),Comedy|Drama,1993,9.5
501,Naked (1993),Drama,1993,5.1
502,Next Karate Kid  The (1994),Action|Children|Romance,1994,7.6
504,No Escape (1994),Action|Drama|Sci-Fi,1994,6
505,North (1994),Comedy,1994,5.7
506,Orlando (1992),Drama|Fantasy|Romance,1992,6.4
507,Perfect World  A (1993),Crime|Drama|Thriller,1993,3.6
508,Philadelphia (1993),Drama,1993,8.7
509,Piano  The (1993),Drama|Romance,1993,9.7
510,Poetic Justice (1993),Drama,1993,8
